order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
2022-01-02,2022,Q1,1,January,Europe,Albania,Office Supplies,Paper,Consumer,4,962,3848.0,2374.75,1473.25,0.3829
2023-01-10,2023,Q1,1,January,Europe,Italy,Clothing,Shoes,Corporate,1,363,363.0,241.85,121.15,0.3337
2022-10-20,2022,Q4,10,October,Asia Pacific,China,Furniture,Chairs,Corporate,5,877,4385.0,2315.12,2069.88,0.472
2024-04-16,2024,Q2,4,April,North America,USA,Furniture,Tables,Corporate,4,993,3972.0,2678.62,1293.38,0.3256
2024-10-01,2024,Q4,10,October,Europe,France,Electronics,Phones,Home Office,1,258,258.0,130.69,127.31,0.4934
2023-07-07,2023,Q3,7,July,Latin America,Mexico,Furniture,Tables,Home Office,5,806,4030.0,2326.17,1703.83,0.4228
2022-11-14,2022,Q4,11,November,Europe,Italy,Office Supplies,Pens,Consumer,3,328,984.0,640.23,343.77,0.3494
2023-01-16,2023,Q1,1,January,Asia Pacific,Japan,Furniture,Tables,Home Office,4,877,3508.0,2476.93,1031.07,0.2939
2022-01-14,2022,Q1,1,January,Latin America,Brazil,Clothing,Shirts,Home Office,4,35,140.0,102.39,37.61,0.2686
2023-05-19,2023,Q2,5,May,North America,USA,Furniture,Tables,Corporate,1,81,81.0,41.36,39.64,0.4893
2022-08-19,2022,Q3,8,August,Latin America,Mexico,Furniture,Chairs,Corporate,4,725,2900.0,1917.61,982.39,0.3388
2022-05-10,2022,Q2,5,May,Latin America,Mexico,Electronics,Accessories,Consumer,1,340,340.0,206.15,133.85,0.3937
2024-04-17,2024,Q2,4,April,Asia Pacific,Japan,Electronics,Phones,Corporate,4,387,1548.0,1096.72,451.28,0.2915
2024-06-09,2024,Q2,6,June,Europe,Germany,Office Supplies,Pens,Corporate,1,454,454.0,265.65,188.35,0.4149
2022-01-28,2022,Q1,1,January,North America,Canada,Clothing,Jackets,Corporate,4,311,1244.0,899.56,344.44,0.2769
2022-03-07,2022,Q1,3,March,Latin America,Brazil,Office Supplies,Paper,Home Office,3,182,546.0,371.65,174.35,0.3193
2022-09-18,2022,Q3,9,September,Asia Pacific,Australia,Clothing,Jackets,Corporate,3,766,2298.0,1693.4,604.6,0.2631
2023-04-05,2023,Q2,4,April,Europe,Albania,Clothing,Shirts,Consumer,1,811,811.0,645.0,166.0,0.2047
2022-10-28,2022,Q4,10,October,Latin America,Mexico,Electronics,Laptops,Consumer,3,260,780.0,602.61,177.39,0.2274
2024-07-07,2024,Q3,7,July,Asia Pacific,Japan,Furniture,Desks,Corporate,1,344,344.0,233.23,110.77,0.322
2022-10-14,2022,Q4,10,October,Asia Pacific,Japan,Furniture,Tables,Corporate,1,394,394.0,302.64,91.36,0.2319
2024-10-30,2024,Q4,10,October,Asia Pacific,China,Electronics,Laptops,Consumer,2,944,1888.0,1030.71,857.29,0.4541
2023-09-22,2023,Q3,9,September,North America,Canada,Office Supplies,Paper,Home Office,3,764,2292.0,1175.59,1116.41,0.4871
2022-09-27,2022,Q3,9,September,Europe,Italy,Furniture,Chairs,Corporate,2,148,296.0,195.34,100.66,0.3401
2023-08-15,2023,Q3,8,August,Latin America,Brazil,Office Supplies,Pens,Consumer,2,972,1944.0,1540.25,403.75,0.2077
2024-04-23,2024,Q2,4,April,Europe,Germany,Furniture,Chairs,Home Office,4,142,568.0,404.94,163.06,0.2871
2024-05-11,2024,Q2,5,May,Europe,France,Office Supplies,Binders,Consumer,1,668,668.0,395.15,272.85,0.4085
2022-05-13,2022,Q2,5,May,Latin America,Brazil,Clothing,Shoes,Home Office,5,887,4435.0,3107.3,1327.7,0.2994
2024-08-29,2024,Q3,8,August,Europe,Germany,Clothing,Shoes,Consumer,2,483,966.0,494.57,471.43,0.488
2023-05-28,2023,Q2,5,May,North America,USA,Furniture,Desks,Consumer,4,546,2184.0,1400.35,783.65,0.3588
2022-11-09,2022,Q4,11,November,Latin America,Brazil,Office Supplies,Paper,Home Office,3,861,2583.0,1475.35,1107.65,0.4288
2023-07-30,2023,Q3,7,July,Latin America,Brazil,Office Supplies,Binders,Corporate,5,248,1240.0,638.3,601.7,0.4852
2024-06-04,2024,Q2,6,June,Asia Pacific,Japan,Clothing,Jackets,Consumer,1,163,163.0,93.72,69.28,0.425
2023-11-18,2023,Q4,11,November,Europe,France,Office Supplies,Paper,Corporate,4,761,3044.0,2181.75,862.25,0.2833
2022-06-14,2022,Q2,6,June,Latin America,Mexico,Electronics,Phones,Consumer,5,195,975.0,648.72,326.28,0.3346
2022-11-01,2022,Q4,11,November,Latin America,Mexico,Office Supplies,Binders,Home Office,1,823,823.0,417.29,405.71,0.493
2022-06-05,2022,Q2,6,June,North America,USA,Clothing,Jackets,Corporate,1,777,777.0,484.01,292.99,0.3771
2023-09-12,2023,Q3,9,September,Asia Pacific,China,Electronics,Laptops,Home Office,5,72,360.0,261.23,98.77,0.2743
2024-08-14,2024,Q3,8,August,Latin America,Brazil,Electronics,Laptops,Home Office,4,354,1416.0,1113.52,302.48,0.2136
2022-11-30,2022,Q4,11,November,North America,USA,Office Supplies,Pens,Corporate,5,918,4590.0,3498.99,1091.01,0.2377
2024-08-26,2024,Q3,8,August,Latin America,Brazil,Clothing,Shoes,Corporate,2,678,1356.0,678.62,677.38,0.4995
2023-05-26,2023,Q2,5,May,Latin America,Brazil,Clothing,Jackets,Corporate,1,572,572.0,323.53,248.47,0.4344
2024-11-09,2024,Q4,11,November,Latin America,Brazil,Clothing,Jackets,Home Office,3,312,936.0,526.33,409.67,0.4377
2022-10-09,2022,Q4,10,October,North America,Canada,Electronics,Laptops,Home Office,5,259,1295.0,807.99,487.01,0.3761
2024-03-07,2024,Q1,3,March,Europe,Albania,Clothing,Shoes,Home Office,5,462,2310.0,1602.51,707.49,0.3063
2024-10-21,2024,Q4,10,October,Latin America,Mexico,Electronics,Phones,Corporate,1,726,726.0,396.34,329.66,0.4541
2022-04-29,2022,Q2,4,April,Latin America,Brazil,Electronics,Phones,Consumer,1,155,155.0,120.08,34.92,0.2253
2024-11-24,2024,Q4,11,November,Europe,Albania,Furniture,Desks,Corporate,5,619,3095.0,2269.05,825.95,0.2669
2022-07-17,2022,Q3,7,July,Latin America,Brazil,Office Supplies,Pens,Consumer,3,801,2403.0,1503.8,899.2,0.3742
2023-04-30,2023,Q2,4,April,Asia Pacific,China,Clothing,Jackets,Home Office,1,785,785.0,530.03,254.97,0.3248
2024-12-18,2024,Q4,12,December,Latin America,Mexico,Electronics,Phones,Consumer,1,720,720.0,477.03,242.97,0.3375
2024-04-16,2024,Q2,4,April,Asia Pacific,China,Office Supplies,Binders,Corporate,2,822,1644.0,1109.16,534.84,0.3253
2024-10-05,2024,Q4,10,October,Europe,Albania,Electronics,Laptops,Corporate,4,931,3724.0,2822.92,901.08,0.242
2023-11-22,2023,Q4,11,November,North America,Canada,Office Supplies,Paper,Corporate,2,90,180.0,100.81,79.19,0.44
2024-11-01,2024,Q4,11,November,Europe,Italy,Electronics,Laptops,Consumer,3,764,2292.0,1616.12,675.88,0.2949
2023-05-05,2023,Q2,5,May,Latin America,Brazil,Clothing,Shoes,Corporate,4,950,3800.0,2022.02,1777.98,0.4679
2022-10-03,2022,Q4,10,October,Asia Pacific,Australia,Furniture,Tables,Consumer,5,27,135.0,86.1,48.9,0.3623
2023-11-24,2023,Q4,11,November,North America,USA,Furniture,Chairs,Home Office,3,975,2925.0,2020.45,904.55,0.3092
2022-08-30,2022,Q3,8,August,Latin America,Brazil,Furniture,Desks,Consumer,3,799,2397.0,1207.49,1189.51,0.4962
2022-05-06,2022,Q2,5,May,North America,Canada,Electronics,Laptops,Home Office,2,452,904.0,481.31,422.69,0.4676
2022-08-05,2022,Q3,8,August,North America,USA,Office Supplies,Binders,Consumer,4,897,3588.0,1892.24,1695.76,0.4726
2024-11-28,2024,Q4,11,November,Latin America,Brazil,Clothing,Jackets,Home Office,3,355,1065.0,652.21,412.79,0.3876
2023-05-10,2023,Q2,5,May,Europe,Germany,Clothing,Shoes,Corporate,4,646,2584.0,1774.18,809.82,0.3134
2023-03-03,2023,Q1,3,March,Latin America,Brazil,Electronics,Laptops,Consumer,5,855,4275.0,3414.83,860.17,0.2012
2024-07-07,2024,Q3,7,July,Latin America,Brazil,Furniture,Desks,Home Office,4,438,1752.0,1009.54,742.46,0.4238
2022-05-31,2022,Q2,5,May,Europe,Italy,Electronics,Phones,Corporate,2,320,640.0,346.1,293.9,0.4592
2023-01-19,2023,Q1,1,January,Asia Pacific,Australia,Office Supplies,Paper,Corporate,2,828,1656.0,1034.05,621.95,0.3756
2022-11-04,2022,Q4,11,November,Latin America,Brazil,Furniture,Tables,Home Office,3,256,768.0,417.63,350.37,0.4562
2024-01-16,2024,Q1,1,January,North America,USA,Electronics,Laptops,Home Office,4,848,3392.0,1720.98,1671.02,0.4926
2024-06-10,2024,Q2,6,June,Latin America,Mexico,Office Supplies,Pens,Consumer,2,607,1214.0,812.39,401.61,0.3308
2023-01-10,2023,Q1,1,January,Latin America,Brazil,Furniture,Desks,Home Office,1,525,525.0,401.03,123.97,0.2361
2024-10-28,2024,Q4,10,October,North America,USA,Clothing,Shoes,Home Office,2,1000,2000.0,1516.51,483.49,0.2417
2022-05-09,2022,Q2,5,May,Europe,Albania,Office Supplies,Binders,Corporate,5,418,2090.0,1108.19,981.81,0.4698
2024-10-11,2024,Q4,10,October,Asia Pacific,Australia,Clothing,Shirts,Home Office,1,630,630.0,342.87,287.13,0.4558
2023-10-31,2023,Q4,10,October,Asia Pacific,Japan,Office Supplies,Paper,Home Office,4,342,1368.0,885.56,482.44,0.3527
2023-06-01,2023,Q2,6,June,North America,USA,Furniture,Chairs,Home Office,3,974,2922.0,1783.34,1138.66,0.3897
2022-03-27,2022,Q1,3,March,Europe,France,Electronics,Phones,Corporate,1,21,21.0,14.93,6.07,0.2891
2022-11-07,2022,Q4,11,November,Latin America,Brazil,Electronics,Accessories,Corporate,2,653,1306.0,846.92,459.08,0.3515
2023-03-03,2023,Q1,3,March,Latin America,Mexico,Electronics,Phones,Corporate,3,921,2763.0,1398.18,1364.82,0.494
2022-04-24,2022,Q2,4,April,Latin America,Mexico,Electronics,Phones,Corporate,3,204,612.0,358.25,253.75,0.4146
2022-10-30,2022,Q4,10,October,Latin America,Mexico,Office Supplies,Binders,Consumer,3,35,105.0,80.9,24.1,0.2296
2024-01-14,2024,Q1,1,January,Latin America,Mexico,Electronics,Phones,Corporate,3,298,894.0,584.19,309.81,0.3465
2023-08-11,2023,Q3,8,August,North America,Canada,Electronics,Laptops,Corporate,4,370,1480.0,1094.29,385.71,0.2606
2024-09-13,2024,Q3,9,September,Latin America,Brazil,Office Supplies,Binders,Consumer,4,389,1556.0,965.79,590.21,0.3793
2022-12-11,2022,Q4,12,December,Latin America,Brazil,Office Supplies,Paper,Consumer,4,572,2288.0,1608.67,679.33,0.2969
2024-03-24,2024,Q1,3,March,Europe,Albania,Furniture,Chairs,Consumer,2,945,1890.0,1040.82,849.18,0.4493
2024-03-11,2024,Q1,3,March,Latin America,Mexico,Office Supplies,Binders,Home Office,4,982,3928.0,2831.93,1096.07,0.279
2024-10-21,2024,Q4,10,October,Asia Pacific,China,Clothing,Jackets,Corporate,3,906,2718.0,2000.38,717.62,0.264
2024-12-12,2024,Q4,12,December,North America,Canada,Furniture,Tables,Home Office,1,397,397.0,209.24,187.76,0.473
2024-12-28,2024,Q4,12,December,North America,USA,Furniture,Desks,Consumer,1,74,74.0,41.07,32.93,0.445
2022-12-27,2022,Q4,12,December,North America,Canada,Electronics,Accessories,Consumer,1,227,227.0,145.02,81.98,0.3611
2024-10-06,2024,Q4,10,October,Asia Pacific,China,Electronics,Phones,Consumer,1,151,151.0,104.38,46.62,0.3088
2023-12-05,2023,Q4,12,December,Latin America,Brazil,Clothing,Shirts,Consumer,1,385,385.0,266.13,118.87,0.3088
2023-07-29,2023,Q3,7,July,North America,USA,Electronics,Phones,Home Office,5,375,1875.0,1313.36,561.64,0.2995
2023-11-19,2023,Q4,11,November,Asia Pacific,Japan,Office Supplies,Paper,Consumer,1,815,815.0,582.17,232.83,0.2857
2024-02-20,2024,Q1,2,February,Europe,Italy,Office Supplies,Binders,Corporate,1,197,197.0,128.39,68.61,0.3483
2023-08-08,2023,Q3,8,August,Latin America,Mexico,Electronics,Accessories,Corporate,1,261,261.0,175.51,85.49,0.3275
2023-08-12,2023,Q3,8,August,Asia Pacific,China,Electronics,Laptops,Corporate,2,773,1546.0,776.9,769.1,0.4975
2023-05-04,2023,Q2,5,May,Latin America,Mexico,Office Supplies,Pens,Home Office,5,303,1515.0,833.22,681.78,0.45
2024-08-28,2024,Q3,8,August,Europe,Albania,Furniture,Tables,Consumer,1,654,654.0,424.82,229.18,0.3504
2023-05-09,2023,Q2,5,May,Asia Pacific,Japan,Clothing,Jackets,Home Office,4,456,1824.0,1319.99,504.01,0.2763
2022-01-19,2022,Q1,1,January,Latin America,Mexico,Clothing,Shirts,Corporate,2,982,1964.0,1458.62,505.38,0.2573
2023-02-01,2023,Q1,2,February,Asia Pacific,Australia,Furniture,Desks,Consumer,5,813,4065.0,2921.45,1143.55,0.2813
2024-09-27,2024,Q3,9,September,North America,USA,Clothing,Shirts,Home Office,4,698,2792.0,1803.41,988.59,0.3541
2024-04-30,2024,Q2,4,April,Latin America,Brazil,Electronics,Accessories,Consumer,4,544,2176.0,1271.62,904.38,0.4156
2024-04-01,2024,Q2,4,April,Asia Pacific,Australia,Electronics,Laptops,Consumer,2,90,180.0,114.01,65.99,0.3666
2023-03-31,2023,Q1,3,March,North America,Canada,Electronics,Accessories,Home Office,4,73,292.0,146.81,145.19,0.4972
2023-12-26,2023,Q4,12,December,Europe,Italy,Clothing,Shoes,Corporate,3,32,96.0,65.22,30.78,0.3206
2024-12-24,2024,Q4,12,December,Latin America,Brazil,Furniture,Tables,Home Office,2,395,790.0,412.67,377.33,0.4776
2023-12-12,2023,Q4,12,December,Latin America,Mexico,Electronics,Phones,Home Office,2,590,1180.0,641.47,538.53,0.4564
2022-05-23,2022,Q2,5,May,Europe,Italy,Furniture,Desks,Corporate,3,279,837.0,575.68,261.32,0.3122
2024-07-05,2024,Q3,7,July,North America,Canada,Office Supplies,Binders,Home Office,2,99,198.0,99.79,98.21,0.496
2024-04-07,2024,Q2,4,April,Europe,Albania,Office Supplies,Pens,Consumer,4,972,3888.0,2612.99,1275.01,0.3279
2023-08-28,2023,Q3,8,August,Latin America,Mexico,Office Supplies,Paper,Corporate,4,495,1980.0,1369.2,610.8,0.3085
2022-11-01,2022,Q4,11,November,Asia Pacific,China,Clothing,Shirts,Home Office,4,79,316.0,232.73,83.27,0.2635
2024-01-06,2024,Q1,1,January,North America,USA,Clothing,Jackets,Consumer,3,66,198.0,103.04,94.96,0.4796
2022-10-18,2022,Q4,10,October,North America,Canada,Electronics,Laptops,Corporate,4,864,3456.0,1731.04,1724.96,0.4991
2022-04-12,2022,Q2,4,April,North America,USA,Office Supplies,Binders,Home Office,3,509,1527.0,1114.8,412.2,0.2699
2024-05-16,2024,Q2,5,May,Europe,Germany,Furniture,Tables,Corporate,3,733,2199.0,1290.85,908.15,0.413
2024-08-25,2024,Q3,8,August,Europe,France,Clothing,Jackets,Consumer,3,792,2376.0,1820.4,555.6,0.2338
2024-08-31,2024,Q3,8,August,Asia Pacific,Australia,Furniture,Tables,Consumer,2,55,110.0,61.1,48.9,0.4445
2024-04-21,2024,Q2,4,April,Asia Pacific,Japan,Furniture,Tables,Corporate,5,550,2750.0,1858.04,891.96,0.3243
2024-08-19,2024,Q3,8,August,North America,USA,Electronics,Laptops,Consumer,3,275,825.0,439.58,385.42,0.4672
2024-07-30,2024,Q3,7,July,Asia Pacific,Japan,Electronics,Phones,Consumer,4,305,1220.0,757.38,462.62,0.3792
2024-10-23,2024,Q4,10,October,Europe,Italy,Furniture,Tables,Corporate,3,386,1158.0,885.43,272.57,0.2354
2022-03-26,2022,Q1,3,March,Asia Pacific,China,Furniture,Desks,Corporate,1,572,572.0,390.39,181.61,0.3175
2022-11-24,2022,Q4,11,November,Europe,France,Furniture,Desks,Home Office,2,963,1926.0,1361.46,564.54,0.2931
2024-03-26,2024,Q1,3,March,Asia Pacific,Australia,Furniture,Tables,Home Office,4,815,3260.0,1851.0,1409.0,0.4322
2023-03-30,2023,Q1,3,March,Latin America,Brazil,Office Supplies,Pens,Corporate,2,818,1636.0,1270.89,365.11,0.2232
2023-09-21,2023,Q3,9,September,Europe,Italy,Furniture,Desks,Consumer,2,247,494.0,339.4,154.6,0.313
2023-10-27,2023,Q4,10,October,Latin America,Brazil,Clothing,Shoes,Consumer,1,972,972.0,516.88,455.12,0.4682
2022-01-12,2022,Q1,1,January,Europe,France,Electronics,Phones,Corporate,3,190,570.0,287.66,282.34,0.4953
2022-10-31,2022,Q4,10,October,Asia Pacific,Australia,Clothing,Shoes,Corporate,4,516,2064.0,1041.86,1022.14,0.4952
2024-09-01,2024,Q3,9,September,Latin America,Brazil,Electronics,Accessories,Corporate,5,264,1320.0,680.28,639.72,0.4846
2024-02-22,2024,Q1,2,February,Asia Pacific,Japan,Electronics,Accessories,Consumer,2,980,1960.0,1516.03,443.97,0.2265
2022-02-12,2022,Q1,2,February,Europe,Albania,Electronics,Laptops,Home Office,5,412,2060.0,1251.48,808.52,0.3925
2024-08-01,2024,Q3,8,August,Latin America,Brazil,Clothing,Jackets,Home Office,5,543,2715.0,1600.41,1114.59,0.4105
2022-12-09,2022,Q4,12,December,North America,Canada,Electronics,Phones,Consumer,3,746,2238.0,1398.67,839.33,0.375
2023-05-13,2023,Q2,5,May,Asia Pacific,Japan,Furniture,Tables,Home Office,5,671,3355.0,2089.73,1265.27,0.3771
2022-12-30,2022,Q4,12,December,Europe,Italy,Furniture,Desks,Corporate,4,317,1268.0,724.72,543.28,0.4285
2024-06-09,2024,Q2,6,June,Latin America,Brazil,Office Supplies,Paper,Corporate,3,476,1428.0,753.34,674.66,0.4725
2023-03-03,2023,Q1,3,March,Asia Pacific,Australia,Office Supplies,Pens,Consumer,5,456,2280.0,1214.3,1065.7,0.4674
2024-10-01,2024,Q4,10,October,Latin America,Mexico,Office Supplies,Paper,Consumer,3,365,1095.0,744.33,350.67,0.3202
2022-01-21,2022,Q1,1,January,Asia Pacific,Japan,Furniture,Desks,Corporate,4,497,1988.0,1230.67,757.33,0.3809
2023-02-11,2023,Q1,2,February,Asia Pacific,Australia,Clothing,Shoes,Corporate,2,204,408.0,314.46,93.54,0.2293
2023-09-11,2023,Q3,9,September,Asia Pacific,Japan,Office Supplies,Pens,Consumer,1,743,743.0,474.87,268.13,0.3609
2024-10-11,2024,Q4,10,October,Latin America,Brazil,Furniture,Tables,Consumer,3,291,873.0,568.36,304.64,0.349
2022-12-02,2022,Q4,12,December,Latin America,Brazil,Electronics,Phones,Corporate,1,480,480.0,373.67,106.33,0.2215
2023-02-03,2023,Q1,2,February,Asia Pacific,Japan,Clothing,Shirts,Corporate,2,118,236.0,153.52,82.48,0.3495
2024-03-03,2024,Q1,3,March,North America,Canada,Clothing,Jackets,Home Office,4,453,1812.0,1178.88,633.12,0.3494
2023-12-16,2023,Q4,12,December,North America,Canada,Furniture,Tables,Home Office,2,663,1326.0,807.47,518.53,0.3911
2022-02-20,2022,Q1,2,February,North America,Canada,Furniture,Tables,Corporate,1,646,646.0,460.68,185.32,0.2869
2022-11-20,2022,Q4,11,November,Europe,Italy,Electronics,Phones,Consumer,4,492,1968.0,1215.57,752.43,0.3823
2024-02-28,2024,Q1,2,February,North America,USA,Electronics,Phones,Home Office,5,288,1440.0,974.16,465.84,0.3235
2022-05-21,2022,Q2,5,May,Latin America,Brazil,Electronics,Accessories,Home Office,5,591,2955.0,1874.12,1080.88,0.3658
2023-04-15,2023,Q2,4,April,North America,Canada,Clothing,Shirts,Corporate,3,815,2445.0,1610.33,834.67,0.3414
2024-02-26,2024,Q1,2,February,Latin America,Brazil,Clothing,Shirts,Consumer,5,640,3200.0,2393.95,806.05,0.2519
2024-08-21,2024,Q3,8,August,Europe,France,Office Supplies,Binders,Consumer,1,415,415.0,259.01,155.99,0.3759
2024-10-04,2024,Q4,10,October,Latin America,Brazil,Office Supplies,Binders,Corporate,5,427,2135.0,1214.86,920.14,0.431
2023-01-08,2023,Q1,1,January,Latin America,Mexico,Office Supplies,Binders,Consumer,3,879,2637.0,1769.68,867.32,0.3289
2023-05-09,2023,Q2,5,May,Latin America,Brazil,Clothing,Shirts,Corporate,4,916,3664.0,2862.51,801.49,0.2187
2024-01-21,2024,Q1,1,January,North America,USA,Electronics,Accessories,Consumer,5,949,4745.0,3359.29,1385.71,0.292
2022-10-18,2022,Q4,10,October,Asia Pacific,China,Office Supplies,Pens,Corporate,3,406,1218.0,721.68,496.32,0.4075
2022-04-16,2022,Q2,4,April,Latin America,Mexico,Electronics,Phones,Consumer,5,553,2765.0,2181.3,583.7,0.2111
2023-11-01,2023,Q4,11,November,North America,Canada,Electronics,Accessories,Corporate,5,360,1800.0,1085.07,714.93,0.3972
2022-01-02,2022,Q1,1,January,North America,USA,Electronics,Phones,Corporate,1,558,558.0,443.6,114.4,0.205
2023-08-12,2023,Q3,8,August,North America,Canada,Office Supplies,Pens,Consumer,3,936,2808.0,1565.73,1242.27,0.4424
2023-10-06,2023,Q4,10,October,Asia Pacific,Australia,Office Supplies,Paper,Corporate,3,233,699.0,559.13,139.87,0.2001
2022-03-31,2022,Q1,3,March,Asia Pacific,Japan,Electronics,Laptops,Home Office,2,416,832.0,434.95,397.05,0.4772
2022-12-16,2022,Q4,12,December,Asia Pacific,Japan,Office Supplies,Pens,Consumer,2,63,126.0,89.96,36.04,0.286
2024-11-28,2024,Q4,11,November,Asia Pacific,China,Furniture,Tables,Corporate,3,611,1833.0,1323.67,509.33,0.2779
2024-06-27,2024,Q2,6,June,Europe,France,Office Supplies,Binders,Consumer,1,385,385.0,270.99,114.01,0.2961
2022-06-08,2022,Q2,6,June,Asia Pacific,China,Electronics,Accessories,Consumer,5,811,4055.0,2973.46,1081.54,0.2667
2024-08-16,2024,Q3,8,August,Asia Pacific,Australia,Electronics,Phones,Corporate,4,193,772.0,495.28,276.72,0.3585
2022-11-08,2022,Q4,11,November,Asia Pacific,China,Clothing,Shoes,Home Office,5,292,1460.0,753.7,706.3,0.4838
2023-03-21,2023,Q1,3,March,Latin America,Brazil,Clothing,Shoes,Consumer,4,792,3168.0,1924.01,1243.99,0.3927
2022-10-25,2022,Q4,10,October,Latin America,Mexico,Electronics,Phones,Home Office,1,569,569.0,394.14,174.86,0.3073
2024-08-09,2024,Q3,8,August,Asia Pacific,China,Furniture,Chairs,Home Office,2,590,1180.0,818.77,361.23,0.3061
2022-02-05,2022,Q1,2,February,Europe,Albania,Clothing,Jackets,Corporate,3,509,1527.0,852.92,674.08,0.4414
2023-07-13,2023,Q3,7,July,Latin America,Brazil,Electronics,Accessories,Corporate,1,942,942.0,542.5,399.5,0.4241
2024-06-09,2024,Q2,6,June,North America,Canada,Clothing,Shirts,Consumer,4,201,804.0,519.39,284.61,0.354
2022-05-21,2022,Q2,5,May,Latin America,Brazil,Clothing,Shoes,Corporate,3,636,1908.0,1371.06,536.94,0.2814
2024-06-05,2024,Q2,6,June,North America,USA,Electronics,Phones,Consumer,4,115,460.0,347.69,112.31,0.2442
2023-12-27,2023,Q4,12,December,Latin America,Mexico,Office Supplies,Pens,Consumer,5,621,3105.0,1633.06,1471.94,0.4741
2024-11-15,2024,Q4,11,November,Asia Pacific,China,Furniture,Tables,Home Office,5,90,450.0,349.96,100.04,0.2223
2023-06-05,2023,Q2,6,June,Latin America,Brazil,Office Supplies,Binders,Corporate,5,631,3155.0,2455.6,699.4,0.2217
2022-01-10,2022,Q1,1,January,Asia Pacific,China,Electronics,Accessories,Corporate,3,330,990.0,497.36,492.64,0.4976
2024-09-10,2024,Q3,9,September,Asia Pacific,Japan,Electronics,Laptops,Consumer,2,346,692.0,451.13,240.87,0.3481
2023-01-13,2023,Q1,1,January,Latin America,Mexico,Furniture,Chairs,Home Office,2,702,1404.0,949.31,454.69,0.3239
2023-11-13,2023,Q4,11,November,North America,Canada,Electronics,Accessories,Corporate,4,366,1464.0,975.19,488.81,0.3339
2023-08-07,2023,Q3,8,August,North America,USA,Clothing,Shoes,Home Office,2,185,370.0,253.35,116.65,0.3153
2022-06-01,2022,Q2,6,June,Latin America,Mexico,Furniture,Desks,Home Office,2,899,1798.0,1170.51,627.49,0.349
2023-12-21,2023,Q4,12,December,Asia Pacific,Australia,Office Supplies,Binders,Consumer,4,771,3084.0,1813.83,1270.17,0.4119
2024-12-08,2024,Q4,12,December,North America,USA,Furniture,Chairs,Corporate,4,235,940.0,496.99,443.01,0.4713
2024-05-08,2024,Q2,5,May,Europe,France,Office Supplies,Pens,Corporate,4,363,1452.0,816.77,635.23,0.4375
2022-02-19,2022,Q1,2,February,Asia Pacific,Japan,Electronics,Laptops,Corporate,3,80,240.0,173.3,66.7,0.2779
2023-10-26,2023,Q4,10,October,Latin America,Mexico,Office Supplies,Paper,Home Office,4,960,3840.0,2197.71,1642.29,0.4277
2023-06-15,2023,Q2,6,June,Asia Pacific,China,Office Supplies,Paper,Corporate,3,205,615.0,460.58,154.42,0.2511
2024-12-19,2024,Q4,12,December,Europe,Italy,Office Supplies,Paper,Consumer,3,383,1149.0,713.58,435.42,0.379
2024-05-06,2024,Q2,5,May,Europe,Germany,Furniture,Tables,Home Office,3,944,2832.0,1768.14,1063.86,0.3757
2022-05-26,2022,Q2,5,May,North America,USA,Clothing,Shoes,Corporate,4,201,804.0,611.48,192.52,0.2395
2024-07-03,2024,Q3,7,July,Europe,Italy,Office Supplies,Paper,Home Office,2,750,1500.0,846.43,653.57,0.4357
2024-09-19,2024,Q3,9,September,Asia Pacific,Australia,Furniture,Chairs,Home Office,2,53,106.0,59.03,46.97,0.4431
2022-08-30,2022,Q3,8,August,North America,USA,Furniture,Chairs,Home Office,4,424,1696.0,1349.37,346.63,0.2044
2023-08-04,2023,Q3,8,August,Europe,France,Clothing,Shirts,Consumer,2,576,1152.0,762.83,389.17,0.3378
2023-11-18,2023,Q4,11,November,North America,Canada,Furniture,Chairs,Corporate,4,916,3664.0,2041.42,1622.58,0.4428
2023-04-28,2023,Q2,4,April,North America,USA,Electronics,Laptops,Corporate,3,157,471.0,258.93,212.07,0.4503
2023-11-04,2023,Q4,11,November,Latin America,Mexico,Electronics,Accessories,Home Office,5,717,3585.0,2719.22,865.78,0.2415
2023-09-23,2023,Q3,9,September,North America,USA,Electronics,Accessories,Corporate,1,881,881.0,599.04,281.96,0.32
2023-10-23,2023,Q4,10,October,North America,USA,Clothing,Jackets,Home Office,4,47,188.0,100.49,87.51,0.4655
2023-10-24,2023,Q4,10,October,Europe,France,Furniture,Tables,Home Office,3,976,2928.0,2243.06,684.94,0.2339
2024-03-15,2024,Q1,3,March,Asia Pacific,Australia,Electronics,Accessories,Home Office,5,125,625.0,395.73,229.27,0.3668
2023-02-23,2023,Q1,2,February,Asia Pacific,Japan,Office Supplies,Pens,Consumer,3,817,2451.0,1952.97,498.03,0.2032
2024-09-14,2024,Q3,9,September,Europe,Germany,Furniture,Desks,Corporate,1,815,815.0,476.39,338.61,0.4155
2023-10-12,2023,Q4,10,October,Asia Pacific,Japan,Electronics,Accessories,Home Office,2,176,352.0,231.84,120.16,0.3414
2024-08-26,2024,Q3,8,August,North America,USA,Furniture,Chairs,Corporate,2,818,1636.0,902.96,733.04,0.4481
2023-08-13,2023,Q3,8,August,Latin America,Mexico,Electronics,Laptops,Consumer,3,126,378.0,238.86,139.14,0.3681
